Nama Tempat,Alamat,Rating,Jumlah Review,Ketersediaan Telepon,Website,Latitude,Longitude,Aksesibilitas Difabel,Jenis Tempat,Kota/Kabupaten,24 Jam,Jam Buka,Jam Tutup,Status Operasional,Telepon,Skor Aksesibilitas,Status Aksesibilitas
Masjid Baiturrohman,"Kertajaya, Kec. Padalarang, Kabupaten Bandung Barat","4,8",470,Tidak Ada,Tidak Tersedia,-6.846092,107.4934302,,Masjid,Kabupaten Bandung Barat,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Ar Rahman Kota Baru Parahyangan,"Bale Seni Barli, Kota Baru Parahyangan, Kertajaya, Padalarang, West Bandung Regency","4,8",1211,Ada,Tersedia,-6.8584326,107.4828858,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Bandung,FALSE,3:30,21:00,Normal,85722221111,2,Aksesibilitas Difabel Terbatas
Masjid Al Istiqamah Taman Bunga Cilame,"Cilame, Kec. Ngamprah, Kabupaten Bandung Barat","4,7",250,Ada,Tidak Tersedia,-6.8519625,107.5082344,,Masjid,Kabupaten Bandung Barat,TRUE,0:00,23:59,24 jam,83840518484,0,Tidak Tersedia
Masjid Al-Irsyad Satya,"Jl. Parahyangan KM. 2,7, Kota Baru, Parahyangan, Cipeundeuy, Kec. Padalarang, Kabupaten Bandung Barat","4,8",5819,Ada,Tidak Tersedia,-6.8647209,107.47769,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Masjid,Kabupaten Bandung Barat,FALSE,3:30,21:00,Normal,226803956,3,Aksesibilitas Difabel Cukup Lengkap
Masjid Jami Al Fajar,"Pasir Kuntul Bojong Koneng, RT.01/RW.01, Bojongkoneng, Kec. Ngamprah, Kabupaten Bandung Barat","4,5",480,Tidak Ada,Tidak Tersedia,-6.8312244,107.4895425,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Bandung Barat,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Cibodas,"Pangauban, Kec. Batujajar, Kabupaten Bandung Barat","4,5",110,Tidak Ada,Tidak Tersedia,-6.9040449,107.4556917,,Masjid,Kabupaten Bandung Barat,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Umar Bin Khattab,"Selacau, Kec. Batujajar, Kabupaten Bandung Barat","5,0",640,Ada,Tersedia,-6.9325094,107.5079189,,Masjid,Kabupaten Bandung Barat,TRUE,0:00,23:59,24 jam,85220231121,0,Tidak Tersedia
Masjid Agung Ash-Shiddiq,"Mekarsari, Kec. Ngamprah, Kabupaten Bandung Barat","4,7",7810,Tidak Ada,Tidak Tersedia,-6.8396184,107.5100837,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Bandung Barat,TRUE,0:00,23:59,24 jam,,2,Aksesibilitas Difabel Terbatas
Masjid Jami Al Muhajirin,"Jl. Bakti Sejati No.13, Gudangkahuripan, Kec. Lembang, Kabupaten Bandung Barat","4,9",140,Tidak Ada,Tidak Tersedia,-6.8206444,107.6113497,,Masjid,Kabupaten Bandung Barat,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Zamrud,"Jl. Masjid Zamrud, Tanimulya, Kec. Ngamprah, Kabupaten Bandung Barat","4,8",430,Tidak Ada,Tidak Tersedia,-6.8649392,107.5173668,,Masjid,Kabupaten Bandung Barat,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Asy Syifa,"Jl. Kamarung, Wetan, Padaasih, Kec. Cisarua, Kabupaten Bandung Barat","5,0",830,Ada,Tidak Tersedia,-6.849483,107.5561896,,Masjid,Kabupaten Bandung Barat,FALSE,4:00,22:00,Normal,81223992905,0,Tidak Tersedia
Masjid Ar-Ridwan,"Jl. Raya Gadobangkong No.92, Gadobangkong, Kec. Ngamprah, Kabupaten Bandung Barat","4,8",5450,Tidak Ada,Tidak Tersedia,-6.8674072,107.519049,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Bandung Barat,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Miftahul Barokah,"Kaler, Jl. Tlk. Buyung, RT.01/RW.03, Arjuna, Kec. Cicendo, Kota Bandung","4,8",480,Tidak Ada,Tidak Tersedia,-6.9075096,107.5937937,['Tidak memiliki pintu masuk khusus pengguna kursi roda'],Masjid,Kota Bandung,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Jami Ar Rasyid,"Jl. Daarul Fikri No.33, Cihanjuang, Kec. Parongpong, Kabupaten Bandung Barat","4,3",180,Ada,Tidak Tersedia,-6.8569827,107.571655,,Masjid,Kabupaten Bandung Barat,TRUE,0:00,23:59,24 jam,81218661801,0,Tidak Tersedia
Masjid Besar Kecamatan Batujajar Bandung Barat,"Jl. Raya Batujajar, Batujajar Bar., Kec. Batujajar, Kabupaten Bandung Barat","4,6",6680,Ada,Tidak Tersedia,-6.918841,107.49126,['Tidak memiliki tempat parkir khusus pengguna kursi roda'],Masjid,Kabupaten Bandung Barat,TRUE,0:00,23:59,24 jam,226865023,0,Tidak Tersedia
"Masjid Jami AMANAH MA'MUN, Pasir Meong","Cililin - Cihampelas Jl. Raya Pasir Meong, Cililin, Kec. Cililin, Kabupaten Bandung Barat","4,8",620,Tidak Ada,Tersedia,-6.9528092,107.4507716,,Masjid,Kabupaten Bandung Barat,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Jame Al-Hikmah,"Girimukti, Kec. Batujajar, Kabupaten Bandung Barat","4,8",50,Tidak Ada,Tidak Tersedia,-6.8954737,107.3665299,,Masjid,Kabupaten Bandung Barat,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
"Masjid Al-Muhajirin Puspa Regency Batujajar, Bandung Barat","Batujajar Tim., Kec. Batujajar, Kabupaten Bandung","4,6",740,Tidak Ada,Tidak Tersedia,-6.9164961,107.4978666,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Bandung,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Al Mu'minun,"Cikahuripan, Kec. Lembang, Kabupaten Bandung Barat","4,8",170,Tidak Ada,Tidak Tersedia,-6.8170199,107.6039339,,Masjid,Kabupaten Bandung Barat,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Al Mishbah,"Komplek Permata Jl. Safir Raya, RT.07/RW.05, Tanimulya, Kec. Ngamprah, Kabupaten Bandung Barat","4,7",300,Tidak Ada,Tidak Tersedia,-6.865397,107.521406,['Tidak memiliki tempat parkir khusus pengguna kursi roda'],Masjid,Kabupaten Bandung Barat,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Jami At-Taufiq,"Jl. Cikandang, Cimareme, Kec. Ngamprah, Kabupaten Bandung Barat","4,7",150,Tidak Ada,Tidak Tersedia,-6.8719509,107.5050556,,Masjid,Kabupaten Bandung Barat,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Al Huda,"Permata Cimahi, Tanimulya, Kec. Ngamprah, Kabupaten Bandung Barat","4,8",930,Tidak Ada,Tidak Tersedia,-6.8617055,107.520587,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Bandung Barat,FALSE,4:00,21:00,Normal,,0,Tidak Tersedia
Masjid Pancasila,"Laksanamekar, Kec. Padalarang, Kabupaten Bandung Barat","4,7",70,Tidak Ada,Tidak Tersedia,-6.8846699,107.5022741,,Masjid,Kabupaten Bandung Barat,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Al - Bahria Cendekia Kuttab Bandung Barat,"Jl. Graha Bukit Raya III No.24, Cilame, Kec. Ngamprah, Kabupaten Bandung Barat","4,9",160,Tidak Ada,Tidak Tersedia,-6.8518636,107.5208085,,Masjid,Kabupaten Bandung Barat,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid agung pasir sereh,"Cicangkang Girang, Kec. Sindangkerta, Kabupaten Bandung Barat","5,0",30,Tidak Ada,Tidak Tersedia,-6.9951457,107.3779987,,Masjid,Kabupaten Bandung Barat,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Jami' Izzatul Mu'minin,"Jl. Raya Lembang No.160, Gudangkahuripan, Kec. Lembang, Kabupaten Bandung Barat","4,7",250,Ada,Tidak Tersedia,-6.821707,107.6098908,,Masjid,Kabupaten Bandung Barat,TRUE,0:00,23:59,24 jam,87737251356,0,Tidak Tersedia
Masjid Jami' Al-Wakaf,"Jl. Raya Caringin Jl. Caringin No.335, Kertajaya, Kec. Padalarang, Kabupaten Bandung Barat","4,7",680,Ada,Tidak Tersedia,-6.8568095,107.4983326,['Tidak memiliki tempat parkir khusus pengguna kursi roda'],Masjid,Kabupaten Bandung Barat,TRUE,0:00,23:59,24 jam,226865128,0,Tidak Tersedia
Masjid Jami Al Mu'min,"Jl. Raya Gadobangkong No.04, Cimareme, Kec. Ngamprah, Kabupaten Bandung Barat","4,5",130,Tidak Ada,Tidak Tersedia,-6.863242,107.507966,,Masjid,Kabupaten Bandung Barat,FALSE,5:00,22:00,Normal,,0,Tidak Tersedia
Masjid Miftahul Jannah,"Cilame, Kec. Ngamprah, Kabupaten Bandung Barat","4,6",280,Ada,Tidak Tersedia,-6.8523862,107.5095027,,Masjid,Kabupaten Bandung Barat,FALSE,4:00,22:00,Normal,81321698384,0,Tidak Tersedia
Masjid Besar Cipari,"Cijambu, Kec. Cipongkor, Kabupaten Bandung Barat","4,6",160,Tidak Ada,Tidak Tersedia,-6.9278525,107.3482934,,Masjid,Kabupaten Bandung Barat,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Ponpes Al-Mu'awanah,"Kp.Sukamaju RT.01/01, Cilame, Kec. Ngamprah, Kabupaten Bandung Barat","4,4",440,Ada,Tidak Tersedia,-6.8556951,107.5179189,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Bandung Barat,FALSE,4:00,22:00,Normal,2220683833,0,Tidak Tersedia
Masjid Al-Fatah,"Jl. Komp. Tipar, Laksanamekar, Kec. Padalarang, Kabupaten Bandung Barat","4,7",210,Tidak Ada,Tidak Tersedia,-6.8745221,107.516786,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Bandung Barat,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Cikadu,"Bongas, Kec. Cililin, Kabupaten Bandung Barat","4,9",120,Tidak Ada,Tidak Tersedia,-6.9519416,107.415228,,Masjid,Kabupaten Bandung Barat,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Daarul Muhsiniin,"Jl. Raya Bukit Permata No.02, Cilame, Kec. Ngamprah, Kabupaten Bandung Barat","4,8",760,Ada,Tidak Tersedia,-6.859874,107.515711,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Bandung Barat,FALSE,3:00,21:00,Normal,2291165867,0,Tidak Tersedia
Masjid Jami Baiturrohman,"Gadobangkong, Kec. Ngamprah, Kabupaten Bandung Barat","4,8",110,Tidak Ada,Tidak Tersedia,-6.8713456,107.5085166,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Bandung Barat,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid DARULHUDA GARUNGGANG,"Jln Kp Jl. Garunggang, RT.04/RW.10, Cipeundeuy, Kec. Padalarang, Kabupaten Bandung Barat","4,9",100,Tidak Ada,Tidak Tersedia,-6.872853,107.4765625,,Masjid,Kabupaten Bandung Barat,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Jami Al Falah,"Jalan Blok Sinar jaya No.05, RW.16, West Batujajar, Batujajar, West Bandung Regency","4,6",570,Tidak Ada,Tidak Tersedia,-6.9243774,107.4957839,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Bandung,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid agung Batujajar,"Batujajar Bar., Kec. Batujajar, Kabupaten Bandung Barat","4,7",420,Tidak Ada,Tidak Tersedia,-6.9189336,107.4912012,,Masjid,Kabupaten Bandung Barat,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Al Hidayah,"no, Jl. Raya Batujajar No.98, Cimareme, Kec. Ngamprah, Kabupaten Bandung Barat","4,7",300,Ada,Tidak Tersedia,-6.8692089,107.5028031,,Masjid,Kabupaten Bandung Barat,FALSE,4:00,22:00,Normal,81389048436,0,Tidak Tersedia
Masjid Al-Musyawarah,"Perum Ciampel Indah I, Laksanamekar, Padalarang, West Bandung Regency","4,8",180,Tidak Ada,Tidak Tersedia,-6.8801357,107.5031542,,Masjid,Kabupaten Bandung,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Al-Hidayah,"Cimerang, Kec. Padalarang, Kabupaten Bandung Barat","3,9",110,Tidak Ada,Tidak Tersedia,-6.8762191,107.4852311,['Tidak memiliki tempat parkir khusus pengguna kursi roda'],Masjid,Kabupaten Bandung Barat,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid At Tin,"Gadobangkong, Kec. Ngamprah, Kabupaten Bandung Barat","4,9",250,Tidak Ada,Tidak Tersedia,-6.8692243,107.525758,,Masjid,Kabupaten Bandung Barat,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
"Masjid, MDT Al-Inayah","Kp Jl. Bunisari Kulon No.RT02/06, Gadobangkong, Kec. Ngamprah, Kabupaten Bandung Barat","5,0",140,Tidak Ada,Tidak Tersedia,-6.8677706,107.5111222,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Bandung Barat,FALSE,13:00,20:30,Normal,,0,Tidak Tersedia
"Masjid Besar ""Al Hikam""","Jl. Kaum No.09, Cililin, Kec. Cililin, Kabupaten Bandung Barat","4,7",190,Ada,Tidak Tersedia,-6.951474,107.456824,,Masjid,Kabupaten Bandung Barat,FALSE,4:00,22:00,Normal,226940421,0,Tidak Tersedia
Masjid Asy Syukur,"Jl. Tipar Barat No.22, Laksanamekar, Kec. Padalarang, Kabupaten Bandung Barat","4,7",290,Tidak Ada,Tidak Tersedia,-6.8730496,107.5070443,,Masjid,Kabupaten Bandung Barat,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Adz-Dzikra,"Jl. Puri Cipageran Indah 2 D-10 No.29, RT.02/RW.22, Tanimulya, Kec. Ngamprah, Kabupaten Bandung Barat","4,6",520,Ada,Tersedia,-6.8588761,107.5315136,,Masjid,Kabupaten Bandung Barat,TRUE,0:00,23:59,24 jam,8986769192,0,Tidak Tersedia
Masjid Al-anshary,"Cimerang, Kec. Padalarang, Kabupaten Bandung Barat","4,5",20,Tidak Ada,Tidak Tersedia,-6.876116,107.4829505,,Masjid,Kabupaten Bandung Barat,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Jami' An-Nahl,"Kertajaya, Kec. Padalarang, Kabupaten Bandung Barat","4,8",340,Tidak Ada,Tidak Tersedia,-6.8549434,107.4900312,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Bandung Barat,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid PWNU Jawa Barat,"Jl. Terusan Galunggung No.9, Lkr. Sel., Kec. Lengkong, Kota Bandung","4,8",1200,Ada,Tidak Tersedia,-6.9280258,107.6253289,,Masjid,Kota Bandung,FALSE,4:00,22:00,Normal,82244445969,0,Tidak Tersedia
Masjid Jami Baiturrahman Pasar Cililin,"Jl. Cintakarya No.58, Cililin, Kec. Cililin, Kabupaten Bandung Barat","4,3",220,Tidak Ada,Tidak Tersedia,-6.9480724,107.4580377,,Masjid,Kabupaten Bandung Barat,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Jami Al Jihad,"Komplek Permata, Jl. Giok Blok M6 No.1, Tanimulya, Kec. Ngamprah, Kabupaten Bandung Barat","4,8",970,Ada,Tidak Tersedia,-6.8604168,107.5189489,,Masjid,Kabupaten Bandung Barat,FALSE,4:00,21:00,Normal,226623242,0,Tidak Tersedia
Masjid Jami'at Taubah,"Gadobangkong, Kec. Ngamprah, Kabupaten Bandung Barat","4,7",150,Tidak Ada,Tidak Tersedia,-6.8649094,107.5145154,,Masjid,Kabupaten Bandung Barat,FALSE,4:00,20:00,Normal,,0,Tidak Tersedia
GGP SOLIDEO,"Jl. Raya Purwakarta No.159, Mandalasari, Kec. Cikalong Wetan, Kabupaten Bandung Barat","4,7",160,Tidak Ada,Tidak Tersedia,-6.7564208,107.4452764,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Gereja Umum,Kabupaten Bandung Barat,FALSE,4:41,19:11,Normal,,0,Tidak Tersedia
HKBP Jalan Lurah,"Jl. Lurah No.253, Karangmekar, Kec. Cimahi Tengah, Kota Cimahi","4,6",1260,Ada,Tersedia,-6.8755349,107.5421355,,Gereja Protestan,Kota Cimahi,FALSE,4:41,19:11,Normal,226632024,0,Tidak Tersedia
GJKI Motekar Church,"No Jl. Kolonel Masturi No.611, Jambudipa, Kec. Cisarua, Kabupaten Bandung Barat","4,8",220,Tidak Ada,Tersedia,-6.8389919,107.5519874,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Umum,Kabupaten Bandung Barat,FALSE,4:41,19:11,Normal,,2,Aksesibilitas Difabel Terbatas
GPdI,"Jl. Gempol Asri XIV No.1, Gempolsari, Kec. Bandung Kulon, Kota Bandung","4,8",90,Ada,Tidak Tersedia,-6.9372944,107.5544044,,Gereja Umum,Kota Bandung,FALSE,4:41,19:11,Tidak Konsisten,87823600444,0,Tidak Tersedia
Community of Life GPPK Bandung,"Jl. Raya Bukit Permata No.12 A Blok P 8, Tanimulya, Ngamprah, West Bandung Regency","4,4",50,Tidak Ada,Tidak Tersedia,-6.8623655,107.519628,,Gereja Umum,Kabupaten Bandung,FALSE,4:41,19:11,Normal,,0,Tidak Tersedia
GPIB Immanuel,"No Jl. Raya Ciburuy-Padalarang No.185, Ciburuy, Kec. Padalarang, Kabupaten Bandung Barat","4,9",70,Tidak Ada,Tidak Tersedia,-6.8383854,107.4751275,,Gereja Protestan,Kabupaten Bandung Barat,FALSE,4:41,19:11,Normal,,0,Tidak Tersedia
GPdI Haleluyah,"Jl. Kolonel Masturi No.67, Cimahi, Kec. Cimahi Tengah, Kota Cimahi","4,7",140,Ada,Tersedia,-6.8691512,107.5423108,,Gereja Umum,Kota Cimahi,FALSE,4:41,19:11,Normal,226650757,0,Tidak Tersedia
Gereja Kristen Immanuel (GKIm) Mesias,"Jl. Pagarsih No.369, Babakan, Kec. Babakan Ciparay, Kota Bandung","4,9",100,Ada,Tersedia,-6.9236415,107.5816234,"[' Tidak dilengkapi dukungan instalasi bantu dengar', 'Tidak memiliki kursi khusus pengguna kursi roda', 'Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda', 'Tidak ada toilet khusus pengguna kursi roda']",Gereja Protestan,Kota Bandung,FALSE,4:41,19:11,Normal,226040516,0,Tidak Tersedia
GPdI Padalarang,"Jl. Raya Padalarang, Kertamulya, Kec. Padalarang, Kabupaten Bandung Barat","4,8",230,Tidak Ada,Tersedia,-6.8459603,107.4895496,,Gereja Umum,Kabupaten Bandung Barat,FALSE,4:41,19:11,Tidak Konsisten,,0,Tidak Tersedia
GPKdI Bethel,"Jl. Raya Lembang No.134D, Gudangkahuripan, Kec. Lembang, Kabupaten Bandung Barat","5,0",40,Ada,Tidak Tersedia,-6.823412,107.6110369,,Gereja Umum,Kabupaten Bandung Barat,FALSE,4:41,19:11,Normal,81214171019,0,Tidak Tersedia
Gereja Jemaat Kristus Indonesia (GJKI),"Jl. Kol. Masturi No. 661, RT.01 / RW.01, Jambudipa, Kec. Cisarua, Kota Bandung","4,9",230,Ada,Tidak Tersedia,-6.8386763,107.5520648,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Umum,Kota Bandung,FALSE,4:41,19:11,Normal,222700816,2,Aksesibilitas Difabel Terbatas
GII Hok Im Tong - Kota Baru Parahyangan,"Jl. Parahyangan Raya No.Km 1.7, Kertajaya, Kec. Padalarang, Kabupaten Bandung Barat","4,7",270,Tidak Ada,Tersedia,-6.8597374,107.4828507,,Gereja Umum,Kabupaten Bandung Barat,FALSE,4:41,19:11,Normal,,0,Tidak Tersedia
GSPDI IMMANUEL CIMAHI,"Jl. Pabrik Aci, Cimahi, Kec. Cimahi Tengah, Kota Cimahi","4,4",50,Tidak Ada,Tidak Tersedia,-6.8713783,107.5432853,,Gereja Umum,Kota Cimahi,FALSE,4:41,19:11,Normal,,0,Tidak Tersedia
GKKD Bandung Barat,"BTC Semi Basement, Jl. Pasteur, Pajajaran, Cicendo, Bandung City","5,0",40,Ada,Tersedia,-6.8932992,107.5853884,,Gereja Protestan,Kota Bandung,FALSE,9:00,17:00,Normal,227276825,0,Tidak Tersedia
GKI Kota Baru Parahyangan,"Jl. Parahyangan Raya No.Kav 10C, Kertajaya, Kec. Padalarang, Kabupaten Bandung Barat","5,0",50,Ada,Tersedia,-6.8653737,107.4701337,,Gereja Protestan,Kabupaten Bandung Barat,FALSE,4:41,19:11,Tidak Konsisten,226632812,0,Tidak Tersedia
GKI Anugerah Bajem Sutami,"Jl. Prof. Dr. Sutami No.52-54, Sukarasa, Kec. Sukasari, Kota Bandung","5,0",140,Tidak Ada,Tidak Tersedia,-6.8776938,107.5881947,,Gereja Protestan,Kota Bandung,FALSE,4:41,19:11,Tidak Konsisten,,0,Tidak Tersedia
Gereja Methodist Indonesia Getsemani Bandung Barat,"Jl. Marjuk No.15, Arjuna, Kec. Cicendo, Kota Bandung","4,7",140,Ada,Tidak Tersedia,-6.9116707,107.6021809,,Gereja Umum,Kota Bandung,FALSE,4:41,19:11,Normal,2220524143,0,Tidak Tersedia
GSPDI PADALARANG,"KPAD SEJAHTERA BLOK T NO 4, Padalarang, Kec. Padalarang, Kabupaten Bandung Barat","5,0",770,Tidak Ada,Tidak Tersedia,-6.8475371,107.4694271,,Gereja Umum,Kabupaten Bandung Barat,FALSE,4:41,19:11,Tidak Konsisten,,0,Tidak Tersedia
wisma meditasi Dirghayuka Prabha,"Jl.kampung cilimus, Cisaat, Kec. Ciater, Kabupaten Subang","5,0",30,Tidak Ada,Tidak Tersedia,-6.7059892,107.6677863,,Vihara,Kabupaten Subang,FALSE,4:41,19:11,Normal,,0,Tidak Tersedia
Masjid Baitul Makmur (LDII),"Situ, Kec. Sumedang Utara, Kabupaten Sumedang","4,8",280,Ada,Tersedia,-6.8398577,107.9216898,,Masjid,Kabupaten Sumedang,TRUE,0:00,23:59,24 jam,81321115597,0,Tidak Tersedia
Masjid Jami Al-Ikhlas,"Ciburaleng, Sindangpakuon, Kec. Cimanggung, Kabupaten Sumedang","4,4",110,Tidak Ada,Tidak Tersedia,-6.9658385,107.8200267,,Masjid,Kabupaten Sumedang,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Jami Al Djumsin,"Kp. Baturumpil, Desa, Mangunarga, Cimanggung, Sumedang Regency","4,6",340,Tidak Ada,Tidak Tersedia,,,['Tidak memiliki tempat parkir khusus pengguna kursi roda'],Masjid,Kabupaten Sumedang,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Jami Dan Majlis Ta'lim AL QOMARIYYAH,"Sukajaya, Kec. Sumedang Sel., Kabupaten Sumedang","4,6",80,Ada,Tidak Tersedia,-6.8651351,107.9170043,,Masjid,Kabupaten Sumedang,TRUE,0:00,23:59,24 jam,85722554703,0,Tidak Tersedia
Masjid Al-Huda,"Jl. Serma Muchtar Gg. Pabrik Es, Situ, Kec. Sumedang Utara, Kabupaten Sumedang","5,0",20,Tidak Ada,Tidak Tersedia,-6.8472032,107.9216224,,Masjid,Kabupaten Sumedang,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Jami Al Ikhlas,"Cimanintin, Kec. Jatinunggal, Kabupaten Sumedang","4,5",20,Tidak Ada,Tidak Tersedia,-6.9169681,108.2085186,,Masjid,Kabupaten Sumedang,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Abu Khalifa,"Cipancar, Kec. Sumedang Sel., Kabupaten Sumedang","4,7",140,Tidak Ada,Tidak Tersedia,-6.9083363,107.944043,,Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Agung Conggeang,"Dsn.Kaum, Desa Ke.Conggeang, Kab.Sumedang, Jl. Legok - Conggeang, Conggeang Kulon, Kec. Conggeang, Kabupaten Sumedang","4,6",1050,Ada,Tidak Tersedia,-6.739418,108.009434,,Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,82219263240,0,Tidak Tersedia
Masjid AL Ihsan SMKN 1 Sumedang,"Situ, Kec. Sumedang Utara, Kabupaten Sumedang","4,0",50,Tidak Ada,Tidak Tersedia,-6.8361696,107.9265942,,Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Jami' Ibnu Taimiyah Sumedang,"Pasanggrahan Baru, Kec. Sumedang Sel., Kabupaten Sumedang","4,8",610,Ada,Tidak Tersedia,-6.8630612,107.903422,,Masjid,Kabupaten Sumedang,FALSE,4:00,21:00,Normal,85224251844,0,Tidak Tersedia
Masjid Raya Ciromed,"Jl. Pamagersari, Kutamandiri, Kec. Tanjungsari, Kabupaten Sumedang","4,5",1170,Tidak Ada,Tidak Tersedia,-6.910372,107.793926,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Sumedang,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Menara Masjid Agung Sumedang,"Jl. Raya Cirebon - Bandung No.40, Regol Wetan, Kec. Sumedang Sel., Kabupaten Sumedang","4,3",30,Tidak Ada,Tidak Tersedia,-6.8604267,107.9210257,,Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
MASJID JAMI AL-KHOIRIYAH,"Dusun Cilangah, Baginda, Kec. Sumedang Sel., Kabupaten Sumedang","4,6",380,Ada,Tidak Tersedia,-6.8985511,107.9377285,,Masjid,Kabupaten Sumedang,FALSE,4:00,20:00,Normal,82375555573,0,Tidak Tersedia
Masjid Nurul Iman,"Perumahan Griya Jatinangor 2 RW.14, RT.06, Cinanjung, Kec. Tanjungsari, Kabupaten Sumedang","4,7",150,Tidak Ada,Tidak Tersedia,-6.9144512,107.7962466,['Tidak memiliki tempat parkir khusus pengguna kursi roda'],Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
